ISSN,ISSN_L,TITLE,TITLE_SOURCE,year_flipped,title,issn_type,period,year_active_since_str,year_active_since
0104-9224,0104-9224,Soldagem & Inspeção,DOAJ,2009,Soldagem & Inspeção,issn_print,1.1995 - 6.2001,1995 -,1995
1980-6973,0104-9224,Soldagem & Inspeção,DOAJ,2009,Soldagem & Inspeção,issn_e,Nachgewiesen 6.2002 -,2002 -,2002
1678-4944,0104-9313,Mana,DOAJ,1996,Mana,issn_e,Nachgewiesen 3.1997 -,1997 -,1997
0120-0283,0120-0283,Boletín de Geología,DOAJ,2000,Boletín de Geología,issn_print,Nr. 1.1958 - 24.1966(1968); Vol. 11=Nr. 25.1977 -,1977 -,1977
0120-0283,0120-0283,Boletín de Geología,DOAJ,2000,Boletín de Geología,issn_print,Nr. 1.1958 - 24.1966(1968); Vol. 11=Nr. 25.1977 -,1977 -,1977
0120-4157,0120-4157,Biomédica: revista del Instituto Nacional de Salud,DOAJ,1981,Biomédica: revista del Instituto Nacional de Salud,issn_print,Nachgewiesen 31.2011 -,2011 -,2011
0120-4157,0120-4157,Biomédica: revista del Instituto Nacional de Salud,DOAJ,1981,Biomédica: revista del Instituto Nacional de Salud,issn_print,Nachgewiesen 19.1999 -,1999 -,1999
0120-5927,0120-5927,HOW,DOAJ,2014,HOW,issn_print,Nachgewiesen 1.2009 -,2009 -,2009
0120-6230,0120-6230,Revista Facultad de Ingeniería,DOAJ,2007,Revista Facultad de Ingeniería,issn_print,1.1984 -,1984 -,1984
0120-6230,0120-6230,Revista Facultad de Ingeniería,DOAJ,2007,Revista Facultad de Ingeniería,issn_print,Nachgewiesen 16.1998 -,1998 -,1998
0121-1129,0121-1129,Revista Facultad de Ingeniería,DOAJ,2006,Revista Facultad de Ingeniería,issn_print,Nachgewiesen Nr. 19.2005 - 20.2006; 16.2007=Nr. 22 -,2005 -,2005
0121-182X,0121-182X,Prolegómenos,DOAJ,2004,Prolegómenos,issn_print,Nachgewiesen Nr. 16.2005 -,2005 -,2005
0121-5051,0121-5051,Innovar: Revista de Ciencias Administrativas y Sociales,DOAJ,2000,Innovar: Revista de Ciencias Administrativas y Sociales,issn_print,1.1991 - 3.1993 = Nr. 1-3; Nr. 4.1994 -,1994 -,1994
0121-5051,0121-5051,Innovar: Revista de Ciencias Administrativas y Sociales,DOAJ,2000,Innovar: Revista de Ciencias Administrativas y Sociales,issn_print,1.1991 - 3.1993 = Nr. 1-3; Nr. 4.1994 -,1994 -,1994
0122-1213,0122-1213,Prospectiva,DOAJ,2007,Prospectiva,issn_print,Nachgewiesen 2013 -,2013 -,2013
0122-8102,0122-8102,Cuadernos de Literatura,DOAJ,2009,Cuadernos de Literatura,issn_print,Nachgewiesen 2005 -,2005 -,2005
0122-8285,0122-8285,Palabra Clave,DOAJ,2001,Palabra Clave,issn_print,1.1996 -,1996 -,1996
0122-8285,0122-8285,Palabra Clave,DOAJ,2001,Palabra Clave,issn_print,Nachgewiesen Nr. 5.2001 -,2001 -,2001
2027-534X,0122-8285,Palabra Clave,DOAJ,2001,Palabra Clave,issn_e,1.1996 -,1996 -,1996
2027-534X,0122-8285,Palabra Clave,DOAJ,2001,Palabra Clave,issn_e,Nachgewiesen Nr. 5.2001 -,2001 -,2001
0123-3769,0123-3769,Perspectiva Geográfica,DOAJ,2005,Perspectiva Geográfica,issn_print,Nachgewiesen 5.2000 -,2000 -,2000
0123-3769,0123-3769,Perspectiva Geográfica,DOAJ,2005,Perspectiva Geográfica,issn_print,1.1997 -,1997 -,1997
2346-2442,0123-4366,Revista de Derecho Privado (Bogota. 1997),DOAJ,2005,Revista de Derecho Privado (Bogota. 1997),issn_e,Nr. 1.1997 -,1997 -,1997
0123-4366,0123-4366,Revista de Derecho Privado (Bogota. 1997),DOAJ,2005,Revista de Derecho Privado (Bogota. 1997),issn_print,Nr. 1.1997 -,1997 -,1997
0123-5931,0123-5931,"Literatura: Teoría, Historia, Crítica",DOAJ,2004,"Literatura: Teoría, Historia, Crítica",issn_print,Nr. 1.1997 -,1997 -,1997
0123-8418,0123-8418,Territorios,DOAJ,1999,Territorios,issn_print,Nr. 1.1998 -,1998 -,1998
0123-8418,0123-8418,Territorios,DOAJ,1999,Territorios,issn_print,Nachgewiesen 1999 -,1999 -,1999
0124-2253,0124-2253,Revista Científica del Centro de Investigaciones y Desarrollo Científico de la Universidad Distrital Francisco José de Caldas,DOAJ,1999,Revista Científica del Centro de Investigaciones y Desarrollo Científico de la Universidad Distrital Francisco José de Caldas,issn_print,1.1999=Nr. 1; Nr.2.2000 -,2000 -,2000
0124-4035,0124-4035,Desafíos,DOAJ,2002,Desafíos,issn_print,Nr.1.1999 -,1999 -,1999
0124-7913,0124-7913,Bitácora Urbano Territorial,DOAJ,2016,Bitácora Urbano Territorial,issn_print,1.1997 -,1997 -,1997
0124-7913,0124-7913,Bitácora Urbano Territorial,DOAJ,2016,Bitácora Urbano Territorial,issn_print,1.1995 -,1995 -,1995
2027-145X,0124-7913,Bitácora Urbano Territorial,DOAJ,2016,Bitácora Urbano Territorial,issn_e,1.1997 -,1997 -,1997
2338-2732,0125-9326,Acta Medica Indonesiana,DOAJ,2013,Acta Medica Indonesiana,issn_e,Nachgewiesen 36.2004 -,2004 -,2004
2338-2732,0125-9326,Acta Medica Indonesiana,DOAJ,2013,Acta Medica Indonesiana,issn_e,Nachgewiesen 39.2007 -,2007 -,2007
0125-9326,0125-9326,Acta Medica Indonesiana,DOAJ,2013,Acta Medica Indonesiana,issn_print,Nachgewiesen 36.2004 -,2004 -,2004
0125-9326,0125-9326,Acta Medica Indonesiana,DOAJ,2013,Acta Medica Indonesiana,issn_print,Nachgewiesen 39.2007 -,2007 -,2007
0126-0537,0126-0537,AGRIVITA Journal of Agricultural Science,DOAJ,2010,AGRIVITA Journal of Agricultural Science,issn_print,Nachgewiesen 15.1992 -,1992 -,1992
0128-5157,0128-5157,"3L Language, Linguistics and Literature: The Southeast Asian Journal of English Language Studies",DOAJ,2006,"3L Language, Linguistics and Literature: The Southeast Asian Journal of English Language Studies",issn_print,1.1991 -,1991 -,1991
1734-1515,0137-1592,Acta Ichthyologica et Piscatoria,DOAJ,1970,Acta Ichthyologica et Piscatoria,issn_e,1.1970; 2.1972 -,1972 -,1972
1734-1515,0137-1592,Acta Ichthyologica et Piscatoria,DOAJ,1970,Acta Ichthyologica et Piscatoria,issn_e,1.1970; 2.1972 -,1972 -,1972
0137-1592,0137-1592,Acta Ichthyologica et Piscatoria,DOAJ,1970,Acta Ichthyologica et Piscatoria,issn_print,1.1970; 2.1972 -,1972 -,1972
0137-1592,0137-1592,Acta Ichthyologica et Piscatoria,DOAJ,1970,Acta Ichthyologica et Piscatoria,issn_print,1.1970; 2.1972 -,1972 -,1972
2083-831X,0137-6365,Studia Geotechnica et Mechanica,DOAJ,2012,Studia Geotechnica et Mechanica,issn_e,Nachgewiesen 2005 -,2005 -,2005
0137-6624,0137-6624,Studia Warmińskie,DOAJ,2000,Studia Warmińskie,issn_print,1.1964 -,1964 -,1964
0138-0338,0138-0338,Polish Polar Research,DOAJ,2010,Polish Polar Research,issn_print,1.1980 -,1980 -,1980
0138-0338,0138-0338,Polish Polar Research,DOAJ,2010,Polish Polar Research,issn_print,1.1980 -,1980 -,1980
2081-8262,0138-0338,Polish Polar Research,DOAJ,2010,Polish Polar Research,issn_e,1.1980 -,1980 -,1980
0139-570X,0139-570X,Agricultural Economics (AGRICECON),DOAJ,2007,Agricultural Economics (AGRICECON),issn_print,Nachgewiesen 48.2002 -,2002 -,2002
0139-570X,0139-570X,Agricultural Economics (AGRICECON),DOAJ,2007,Agricultural Economics (AGRICECON),issn_print,[1=]28.1955 - [2=]29.1956; 3=30.1957 - 44=71.1998; 45.1999 - 46.2000,1999 -,1999
0139-570X,0139-570X,Agricultural Economics (AGRICECON),DOAJ,2007,Agricultural Economics (AGRICECON),issn_print,47.2001 -,2001 -,2001
1805-9295,0139-570X,Agricultural Economics (AGRICECON),DOAJ,2007,Agricultural Economics (AGRICECON),issn_e,Nachgewiesen 48.2002 -,2002 -,2002
0144-8463,0144-8463,Bioscience Reports,DOAJ,2013,Bioscience Reports,issn_print,1.1981 - 32.2012,1981 -,1981
0144-8463,0144-8463,Bioscience Reports,DOAJ,2013,Bioscience Reports,issn_print,1.1981 -,1981 -,1981
1573-4935,0144-8463,Bioscience Reports,DOAJ,2013,Bioscience Reports,issn_e,1.1981 - 32.2012,1981 -,1981
1573-4935,0144-8463,Bioscience Reports,DOAJ,2013,Bioscience Reports,issn_e,1.1981 -,1981 -,1981
1745-4557,0146-9428,Journal of Food Quality,DOAJ,2017,Journal of Food Quality,issn_e,1.1977 -,1977 -,1977
0146-9428,0146-9428,Journal of Food Quality,DOAJ,2017,Journal of Food Quality,issn_print,1.1977 -,1977 -,1977
0161-0457,0161-0457,Scanning,DOAJ,2017,Scanning,issn_print,1.1978 - 4.1981; 5.1983 - 34.2012,1983 -,1983
0161-0457,0161-0457,Scanning,DOAJ,2017,Scanning,issn_print,1.1978 -,1978 -,1978
1932-8745,0161-0457,Scanning,DOAJ,2017,Scanning,issn_e,1.1978 - 4.1981; 5.1983 - 34.2012,1983 -,1983
1932-8745,0161-0457,Scanning,DOAJ,2017,Scanning,issn_e,1.1978 -,1978 -,1978
0163-5069,0163-5069,Film Criticism,DOAJ,2016,Film Criticism,issn_print,1.1976 -,1976 -,1976
0163-5069,0163-5069,Film Criticism,DOAJ,2016,Film Criticism,issn_print,1.1976 - 39.2014/15,1976 -,1976
0165-2176,0165-2176,Veterinary Quarterly,DOAJ,2016,Veterinary Quarterly,issn_print,1.1979 -,1979 -,1979
0165-2176,0165-2176,Veterinary Quarterly,DOAJ,2016,Veterinary Quarterly,issn_print,1.1979 - 29.2007; 31.2011 -,2011 -,2011
1875-5941,0165-2176,Veterinary Quarterly,DOAJ,2016,Veterinary Quarterly,issn_e,1.1979 -,1979 -,1979
1875-5941,0165-2176,Veterinary Quarterly,DOAJ,2016,Veterinary Quarterly,issn_e,1.1979 - 29.2007; 31.2011 -,2011 -,2011
0166-0616,0166-0616,Studies in Mycology,DOAJ,2008,Studies in Mycology,issn_print,1.1972 -,1972 -,1972
0166-0616,0166-0616,Studies in Mycology,DOAJ,2008,Studies in Mycology,issn_print,Nr. 1.1972 -,1972 -,1972
0185-1918,0185-1918,Revista Mexicana de Ciencias Políticas y Sociales,DOAJ,1990,Revista Mexicana de Ciencias Políticas y Sociales,issn_print,21.1975 - 36.1990 = Nr. 81-142; 36.1991=Nr. 143 -,1975 -,1975
0185-2574,0185-2574,Estudios de Cultura Maya,DOAJ,2007,Estudios de Cultura Maya,issn_print,1.1961 -,1961 -,1961
0185-2574,0185-2574,Estudios de Cultura Maya,DOAJ,2007,Estudios de Cultura Maya,issn_print,1.1961 -,1961 -,1961
0185-3880,0185-3880,Ciencias Marinas,DOAJ,2006,Ciencias Marinas,issn_print,1.1974 -,1974 -,1974
0187-6961,0187-6961,Estudios Fronterizos,DOAJ,1983,Estudios Fronterizos,issn_print,"2.1984 - 7.1989(1990) = Nr. 4/5-20; Nr. 21.1990(1991) - 40.1997(1998) nachgewiesen;  Nueva Epoca 1.2000 -vol. 16, núm. 32 (julio/diciembre de 2015)",2000 -,2000
0187-6961,0187-6961,Estudios Fronterizos,DOAJ,1983,Estudios Fronterizos,issn_print,1.2000 -,2000 -,2000
0188-6649,0188-6649,Tópicos,DOAJ,2006,Tópicos,issn_print,Nachgewiesen Nr. 4.1993 -,1993 -,1993
0188-6649,0188-6649,Tópicos,DOAJ,2006,Tópicos,issn_print,1.1990 -,1990 -,1990
0188-9834,0188-9834,Nóesis: Revista de Ciencias Sociales y Humanidades,DOAJ,2012,Nóesis: Revista de Ciencias Sociales y Humanidades,issn_print,Nachgewiesen 1.1989 - 11.1999(2000) = Nr. 3 - 22/23; Nueva Epoca 12.2002=Nr. 24 -,1989 -,1989
2042-3195,0197-6729,Journal of Advanced Transportation,DOAJ,2017,Journal of Advanced Transportation,issn_e,Nachgewiesen 18.1984 -,1984 -,1984
0197-6729,0197-6729,Journal of Advanced Transportation,DOAJ,2017,Journal of Advanced Transportation,issn_print,Nachgewiesen 18.1984 -,1984 -,1984
0210-1963,0210-1963,"Arbor: Ciencia, Pensamiento y Cultura",DOAJ,1997,"Arbor: Ciencia, Pensamiento y Cultura",issn_print,1.1944 - 188.2012 = Nr. 1-758,1944 -,1944
0210-3729,0210-3729,Sagvntum,DOAJ,1962,Sagvntum,issn_print,Nachgewiesen 37.2005 -,2005 -,2005
0210-3729,0210-3729,Sagvntum,DOAJ,1962,Sagvntum,issn_print,12.1977 -,1977 -,1977
0210-3729,0210-3729,Sagvntum,DOAJ,1962,Sagvntum,issn_print,1.1998 -,1998 -,1998
2174-517X,0210-3729,Sagvntum,DOAJ,1962,Sagvntum,issn_e,Nachgewiesen 37.2005 -,2005 -,2005
2174-517X,0210-3729,Sagvntum,DOAJ,1962,Sagvntum,issn_e,12.1977 -,1977 -,1977
0210-4466,0210-4466,Asclepio: Revista de Historia de la Medicina y de la Ciencia,DOAJ,1995,Asclepio: Revista de Historia de la Medicina y de la Ciencia,issn_print,16.1964 - 64.2012,1964 -,1964
0210-4466,0210-4466,Asclepio: Revista de Historia de la Medicina y de la Ciencia,DOAJ,1995,Asclepio: Revista de Historia de la Medicina y de la Ciencia,issn_print,Nachgewiesen 47.1995 -,1995 -,1995
1988-3102,0210-4466,Asclepio: Revista de Historia de la Medicina y de la Ciencia,DOAJ,1995,Asclepio: Revista de Historia de la Medicina y de la Ciencia,issn_e,16.1964 - 64.2012,1964 -,1964
1988-3102,0210-4466,Asclepio: Revista de Historia de la Medicina y de la Ciencia,DOAJ,1995,Asclepio: Revista de Historia de la Medicina y de la Ciencia,issn_e,Nachgewiesen 47.1995 -,1995 -,1995
0210-5233,0210-5233,Revista Española de Investigaciones Sociológicas (REIS),DOAJ,2011,Revista Española de Investigaciones Sociológicas (REIS),issn_print,1996 -,1996 -,1996
0210-5233,0210-5233,Revista Española de Investigaciones Sociológicas (REIS),DOAJ,2011,Revista Española de Investigaciones Sociológicas (REIS),issn_print,Nr. 1.1978 -,1978 -,1978
0210-5233,0210-5233,Revista Española de Investigaciones Sociológicas (REIS),DOAJ,2011,Revista Española de Investigaciones Sociológicas (REIS),issn_print,Nr. 1.1978 -,1978 -,1978
0210-5462,0210-5462,Cuadernos Geográficos,DOAJ,1999,Cuadernos Geográficos,issn_print,Nachgewiesen Nr. 29.1999 -,1999 -,1999
0210-5462,0210-5462,Cuadernos Geográficos,DOAJ,1999,Cuadernos Geográficos,issn_print,Nr. 2.1972 -,1972 -,1972
1988-4273,0210-5810,Anuario de Estudios Americanos,DOAJ,1994,Anuario de Estudios Americanos,issn_e,1.1944 -,1944 -,1944
0210-5810,0210-5810,Anuario de Estudios Americanos,DOAJ,1994,Anuario de Estudios Americanos,issn_print,1.1944 -,1944 -,1944
0210-5810,0210-5810,Anuario de Estudios Americanos,DOAJ,1994,Anuario de Estudios Americanos,issn_print,1.1944 -,1944 -,1944
0210-847X,0210-847X,Cuadernos de Estudios Gallegos,DOAJ,1991,Cuadernos de Estudios Gallegos,issn_print,1.1944/45 - [3.]1948; 4.1949 -    ; auch mit durchgehender Nr.-Zählung,1949 -,1949
0210-9174,0210-9174,Revista de Filología Española,DOAJ,1954,Revista de Filología Española,issn_print,"1.1914 - 24.1937,2; 24.1937,3/4(1940); 25.1941 -",1941 -,1941
0210-9174,0210-9174,Revista de Filología Española,DOAJ,1954,Revista de Filología Española,issn_print,"1.1914 - 24.1937,2; 24.1937,3/4(1940); 25.1941 -",1941 -,1941
1988-3307,0210-9778,Lazaroa,DOAJ,2005,Lazaroa,issn_e,1.1979 -,1979 -,1979
0210-9778,0210-9778,Lazaroa,DOAJ,2005,Lazaroa,issn_print,1.1979 -,1979 -,1979
0210-9778,0210-9778,Lazaroa,DOAJ,2005,Lazaroa,issn_print,1.1979 -,1979 -,1979
0211-0784,0211-0784,Treballs de Sociolingüística Catalana,DOAJ,2007,Treballs de Sociolingüística Catalana,issn_print,1.1977 -,1977 -,1977
0211-1322,0211-1322,Anales del Jardín Botánico de Madrid,DOAJ,1997,Anales del Jardín Botánico de Madrid,issn_print,1.1940(1941) - 9.1948/49(1950); 36.1979 -,1979 -,1979
0211-1322,0211-1322,Anales del Jardín Botánico de Madrid,DOAJ,1997,Anales del Jardín Botánico de Madrid,issn_print,55.1997 -,1997 -,1997
1576-8597,0211-2159,Psicológica,DOAJ,1998,Psicológica,issn_e,Nachgewiesen 19.1998 -,1998 -,1998
0211-2159,0211-2159,Psicológica,DOAJ,1998,Psicológica,issn_print,Nachgewiesen 19.1998 -,1998 -,1998
0211-2159,0211-2159,Psicológica,DOAJ,1998,Psicológica,issn_print,1.1980 - 30.2009,1980 -,1980
0211-2175,0211-2175,Anàlisi: Quaderns de Comunicació i Cultura,DOAJ,2010,Anàlisi: Quaderns de Comunicació i Cultura,issn_print,Nachgewiesen 19.1996 -,1996 -,1996
0211-2175,0211-2175,Anàlisi: Quaderns de Comunicació i Cultura,DOAJ,2010,Anàlisi: Quaderns de Comunicació i Cultura,issn_print,1.1980 -,1980 -,1980
0211-3538,0211-3538,Anuario Musical,DOAJ,2001,Anuario Musical,issn_print,1.1946 -,1946 -,1946
0211-3538,0211-3538,Anuario Musical,DOAJ,2001,Anuario Musical,issn_print,1.1946 -,1946 -,1946
1988-4125,0211-3538,Anuario Musical,DOAJ,2001,Anuario Musical,issn_e,1.1946 -,1946 -,1946
1988-4125,0211-3538,Anuario Musical,DOAJ,2001,Anuario Musical,issn_e,1.1946 -,1946 -,1946
0211-3589,0211-3589,Al-Qantara : Revista de Estudios Arabes,DOAJ,2001,Al-Qantara : Revista de Estudios Arabes,issn_print,1.1980 -,1980 -,1980
0211-3589,0211-3589,Al-Qantara : Revista de Estudios Arabes,DOAJ,2001,Al-Qantara : Revista de Estudios Arabes,issn_print,1.1980 -,1980 -,1980
1988-2955,0211-3589,Al-Qantara : Revista de Estudios Arabes,DOAJ,2001,Al-Qantara : Revista de Estudios Arabes,issn_e,1.1980 -,1980 -,1980
0211-402X,0211-402X,Enrahonar: Quaderns de Filosofia,DOAJ,1997,Enrahonar: Quaderns de Filosofia,issn_print,Nr. 1.1981 -,1981 -,1981
0211-402X,0211-402X,Enrahonar: Quaderns de Filosofia,DOAJ,1997,Enrahonar: Quaderns de Filosofia,issn_print,Nr. 1.1981 -,1981 -,1981
2014-881X,0211-402X,Enrahonar: Quaderns de Filosofia,DOAJ,1997,Enrahonar: Quaderns de Filosofia,issn_e,Nachgewiesen 40.2008 -,2008 -,2008
0211-6820,0211-6820,Cuadernos de Investigación Geográfica = Geographical Research Letters,DOAJ,1983,Cuadernos de Investigación Geográfica = Geographical Research Letters,issn_print,6.1980 -,1980 -,1980
0211-6820,0211-6820,Cuadernos de Investigación Geográfica = Geographical Research Letters,DOAJ,1983,Cuadernos de Investigación Geográfica = Geographical Research Letters,issn_print,6.1980 -,1980 -,1980
1697-9540,0211-6820,Cuadernos de Investigación Geográfica = Geographical Research Letters,DOAJ,1983,Cuadernos de Investigación Geográfica = Geographical Research Letters,issn_e,6.1980 -,1980 -,1980
0211-6995,0211-6995,Nefrología,DOAJ,2015,Nefrología,issn_print,1.1981 -,1981 -,1981
0211-6995,0211-6995,Nefrología,DOAJ,2015,Nefrología,issn_print,1.1981 - 34.2014,1981 -,1981
0211-979X,0211-979X,Revista de Derecho Político,DOAJ,1978,Revista de Derecho Político,issn_print,Nr. 8.1981 -,1981 -,1981
0211-979X,0211-979X,Revista de Derecho Político,DOAJ,1978,Revista de Derecho Político,issn_print,Nachgewiesen Nr. 8.1981 -,1981 -,1981
0212-1573,0212-1573,Documents d'Anàlisi Geogràfica,DOAJ,2012,Documents d'Anàlisi Geogràfica,issn_print,1.1982 -,1982 -,1982
0212-1573,0212-1573,Documents d'Anàlisi Geogràfica,DOAJ,2012,Documents d'Anàlisi Geogràfica,issn_print,1.1982 -,1982 -,1982
1578-1275,0212-6567,Atención Primaria,DOAJ,2013,Atención Primaria,issn_e,1.1983 -,1983 -,1983
1578-1275,0212-6567,Atención Primaria,DOAJ,2013,Atención Primaria,issn_e,Nachgewiesen 17.1996 -,1996 -,1996
0212-6567,0212-6567,Atención Primaria,DOAJ,2013,Atención Primaria,issn_print,1.1983 -,1983 -,1983
0212-6567,0212-6567,Atención Primaria,DOAJ,2013,Atención Primaria,issn_print,Nachgewiesen 17.1996 -,1996 -,1996
0212-9728,0212-9728,Anales de Psicología,DOAJ,2000,Anales de Psicología,issn_print,1.1984 -,1984 -,1984
0212-9728,0212-9728,Anales de Psicología,DOAJ,2000,Anales de Psicología,issn_print,1.1984 -,1984 -,1984
1989-9890,0213-4691,Investigaciones Geograficas,DOAJ,1983,Investigaciones Geograficas,issn_e,Nachgewiesen Nr. 30.2003 -,2003 -,2003
0213-8646,0213-8646,Revista Interuniversitaria de Formación del Profesorado,DOAJ,1987,Revista Interuniversitaria de Formación del Profesorado,issn_print,Nachgewiesen Nr. 41.2001 -,2001 -,2001
0214-0314,0214-0314,Cuadernos de Trabajo Social,DOAJ,1987,Cuadernos de Trabajo Social,issn_print,Nr. 0.1987; Nr. 1.1988 -,1988 -,1988
0214-3038,0214-3038,En la España Medieval,DOAJ,2004,En la España Medieval,issn_print,1.1980 -,1980 -,1980
0214-3038,0214-3038,En la España Medieval,DOAJ,2004,En la España Medieval,issn_print,[1.]1980; 2.1982 - 4.1984 = Nr. 2-5; [5.]1985=Nr. 6-7; [6.]1986=Nr. 8-9; Nr. 10.1987 -,1987 -,1987
0214-4824,0214-4824,Ensayos,DOAJ,2011,Ensayos,issn_print,1.1987 -,1987 -,1987
2171-9098,0214-4824,Ensayos,DOAJ,2011,Ensayos,issn_e,1.1987 -,1987 -,1987
0214-6452,0214-6452,Anales de Historia del Arte,DOAJ,2005,Anales de Historia del Arte,issn_print,1.1989 -,1989 -,1989
2386-7159,0214-8188,Caplletra: Revista Internacional de Filologia,DOAJ,2005,Caplletra: Revista Internacional de Filologia,issn_e,1.1986 - 45.2008[?],1986 -,1986
0214-8188,0214-8188,Caplletra: Revista Internacional de Filologia,DOAJ,2005,Caplletra: Revista Internacional de Filologia,issn_print,1.1986 - 45.2008[?],1986 -,1986
0214-8188,0214-8188,Caplletra: Revista Internacional de Filologia,DOAJ,2005,Caplletra: Revista Internacional de Filologia,issn_print,1.1986 -,1986 -,1986
1886-8134,0214-8358,Scientia Marina,DOAJ,1998,Scientia Marina,issn_e,53.1989 - 77.2013,1989 -,1989
1886-8134,0214-8358,Scientia Marina,DOAJ,1998,Scientia Marina,issn_e,53.1989 -,1989 -,1989
0214-8358,0214-8358,Scientia Marina,DOAJ,1998,Scientia Marina,issn_print,53.1989 - 77.2013,1989 -,1989
0214-8358,0214-8358,Scientia Marina,DOAJ,1998,Scientia Marina,issn_print,53.1989 -,1989 -,1989
0214-9745,0214-9745,"Espacio, Tiempo y Forma. Serie III, Historia Medieval",DOAJ,2011,"Espacio, Tiempo y Forma. Serie III, Historia Medieval",issn_print,1.1988 -,1988 -,1988
0220-5610,0220-5610,Cahiers Victoriens et Edouardiens,DOAJ,2011,Cahiers Victoriens et Edouardiens,issn_print,Nr. 6.1978 - 76.2012,1978 -,1978
0220-5610,0220-5610,Cahiers Victoriens et Edouardiens,DOAJ,2011,Cahiers Victoriens et Edouardiens,issn_print,Nachgewiesen Nr. 70. 2009 -,2009 -,2009
2300-8725,0236-8722,International Agrophysics,DOAJ,2012,International Agrophysics,issn_e,Nachgewiesen 9.1995 -,1995 -,1995
2300-1917,0239-7528,Bulletin of the Polish Academy of Sciences: Technical Sciences,DOAJ,2009,Bulletin of the Polish Academy of Sciences: Technical Sciences,issn_e,Nachgewiesen 52.2004 -,2004 -,2004
0239-8508,0239-8508,Folia Histochemica et Cytobiologica,DOAJ,2004,Folia Histochemica et Cytobiologica,issn_print,Nachgewiesen 42.2004 -,2004 -,2004
0239-8508,0239-8508,Folia Histochemica et Cytobiologica,DOAJ,2004,Folia Histochemica et Cytobiologica,issn_print,22.1984 -,1984 -,1984
1897-5631,0239-8508,Folia Histochemica et Cytobiologica,DOAJ,2004,Folia Histochemica et Cytobiologica,issn_e,Nachgewiesen 42.2004 -,2004 -,2004
1897-5631,0239-8508,Folia Histochemica et Cytobiologica,DOAJ,2004,Folia Histochemica et Cytobiologica,issn_e,22.1984 -,1984 -,1984
0247-9788,0247-9788,Droit et Cultures,DOAJ,2004,Droit et Cultures,issn_print,Nachgewiesen 50.2005 -,2005 -,2005
0247-9788,0247-9788,Droit et Cultures,DOAJ,2004,Droit et Cultures,issn_print,Nr. 1.1981 -,1981 -,1981
0253-0716,0253-0716,Iranian Journal of Medical Sciences,DOAJ,2001,Iranian Journal of Medical Sciences,issn_print,10.1979 - 12.1981; 13.1986; 14.1989 - 37.2012,1989 -,1989
0253-0716,0253-0716,Iranian Journal of Medical Sciences,DOAJ,2001,Iranian Journal of Medical Sciences,issn_print,Nachgewiesen 21.1996 -,1996 -,1996
1735-3688,0253-0716,Iranian Journal of Medical Sciences,DOAJ,2001,Iranian Journal of Medical Sciences,issn_e,10.1979 - 12.1981; 13.1986; 14.1989 - 37.2012,1989 -,1989
1735-3688,0253-0716,Iranian Journal of Medical Sciences,DOAJ,2001,Iranian Journal of Medical Sciences,issn_e,Nachgewiesen 21.1996 -,1996 -,1996
0253-5785,0253-5785,Centro Agrícola,DOAJ,2013,Centro Agrícola,issn_print,1.1974 -,1974 -,1974
0253-5785,0253-5785,Centro Agrícola,DOAJ,2013,Centro Agrícola,issn_print,Nachgewiesen 2004 -,2004 -,2004
2074-7764,0253-8318,Pakistan Veterinary Journal,DOAJ,1998,Pakistan Veterinary Journal,issn_e,1.1981 -,1981 -,1981
0253-8318,0253-8318,Pakistan Veterinary Journal,DOAJ,1998,Pakistan Veterinary Journal,issn_print,1.1981 -,1981 -,1981
0253-8318,0253-8318,Pakistan Veterinary Journal,DOAJ,1998,Pakistan Veterinary Journal,issn_print,1.1981 -,1981 -,1981
0253-9268,0253-9268,Revista Cubana de Física,DOAJ,2005,Revista Cubana de Física,issn_print,1.1981 -,1981 -,1981
0253-9268,0253-9268,Revista Cubana de Física,DOAJ,2005,Revista Cubana de Física,issn_print,1.1981 - 10.1990[?],1981 -,1981
0254-1106,0254-1106,Revista Crítica de Ciências Sociais,DOAJ,2002,Revista Crítica de Ciências Sociais,issn_print,Nr. 1.1978 -,1978 -,1978
0254-1106,0254-1106,Revista Crítica de Ciências Sociais,DOAJ,2002,Revista Crítica de Ciências Sociais,issn_print,Nr. 1.1978 -,1978 -,1978
2182-7435,0254-1106,Revista Crítica de Ciências Sociais,DOAJ,2002,Revista Crítica de Ciências Sociais,issn_e,Nr. 1.1978 -,1978 -,1978
1998-3646,0255-0857,Indian Journal of Medical Microbiology,DOAJ,2001,Indian Journal of Medical Microbiology,issn_e,1.1983 -,1983 -,1983
1998-3646,0255-0857,Indian Journal of Medical Microbiology,DOAJ,2001,Indian Journal of Medical Microbiology,issn_e,Nachgewiesen 19.2001 -,2001 -,2001
0255-0857,0255-0857,Indian Journal of Medical Microbiology,DOAJ,2001,Indian Journal of Medical Microbiology,issn_print,1.1983 -,1983 -,1983
0255-0857,0255-0857,Indian Journal of Medical Microbiology,DOAJ,2001,Indian Journal of Medical Microbiology,issn_print,Nachgewiesen 19.2001 -,2001 -,2001
0256-0100,0256-0100,South African Journal of Education,DOAJ,2007,South African Journal of Education,issn_print,1.1981 - 13.1993,1981 -,1981
0256-0100,0256-0100,South African Journal of Education,DOAJ,2007,South African Journal of Education,issn_print,Nachgewiesen 21.2001 -,2001 -,2001
